34.88287492655218	0
35.94483295455575	1
52.98083298839629	2
54.01662492658943	3
54.98274997808039	4
55.9526669094339	5
72.94974999967963	6
73.93933297134936	7
74.90295788738877	8
75.87116688955575	9
76.83991699013859	10
93.80916692316532	11
94.77579197846353	12
95.74670798610896	13
96.71324992086738	14
113.6724998941645	15
114.68516697641462	16
115.66837492864579	17
116.63466691970825	18
133.60554189421237	19
134.57479199860245	20
135.54466690402478	21
136.51016692165285	22
153.48399989306927	23
154.45208293385804	24
155.41787492111325	25
156.3838329166174	26
173.35445794742554	27
174.32062490843236	28
175.2915419638157	29
176.25649995170534	30
193.21499997749925	31
194.1830829018727	32
195.15191693790257	33
196.11758296377957	34
213.08970788959414	35
214.05458298977464	36
215.0232499698177	37
215.99270799197257	38
232.96891700010747	39
233.93754195421934	40
234.901332994923	41
235.891499905847	42
236.86579195782542	43
253.9028748869896	44
255.12274994980544	45
256.12204195931554	46
275.1239169156179	47
276.0946669150144	48
277.0664169220254	49
278.0296249547973	50
295.0024999445304	51
296.00099998060614	52
296.995791955851	53
297.99012490548193	54
315.00195898115635	55
316.0771249094978	56
317.1552919084206	57
318.1805839994922	58
335.20554192364216	59
336.2736669369042	60
337.34174992423505	61
338.43237499240786	62
355.5069169960916	63
356.5722919302061	64
357.64316690620035	65
358.7104589678347	66
375.70741691160947	67
376.6722088912502	68
377.6874999748543	69
378.6875839577988	70
395.66862490028143	71
396.63695893250406	72
397.6054589729756	73
398.580624954775	74
415.55983398575336	75
416.52829200029373	76
417.4970838939771	77
418.4617499122396	78
435.43949990998954	79
436.408624984324	80
437.3751669190824	81
438.341417000629	82
455.3260419052094	83
456.2932919943705	84
457.25808397401124	85
458.22645898442715	86
475.20287497900426	87
476.1650839354843	88
477.13099990505725	89
478.0964999226853	90
495.095208985731	91
496.0905839689076	92
497.08245892543346	93
498.0744168860838	94
515.0625419337302	95
516.0317089175805	96
517.001083935611	97
517.9674999089912	98
522.1779589774087	99
